 H V C R G B
2398 5GY 5.0 4 118.3572252392648 127.18405464620368 85.75463490336067
2399 5GY 5.0 6 113.88381639282905 129.62592145887456 60.853298940945244
2400 5GY 5.0 8 109.64675395694672 131.57188354428072 29.63082241447854
2405 7.5GY 5.0 2 117.57603279872696 125.48638698374722 111.47690790315806
2406 7.5GY 5.0 4 109.30655511777678 128.9758715167137 93.88076466135229
2407 7.5GY 5.0 6 100.15579892948602 132.19839115866333 74.13641068959612
2408 7.5GY 5.0 8 90.51544455209248 134.96852862831994 52.45973856559348
2409 7.5GY 5.0 10 79.79591508387706 137.46717069936085 19.80698277916931
2415 10GY 5.0 2 114.24481823612395 126.08374328592517 114.8285669866301
2416 10GY 5.0 4 102.13962003606389 130.11539031285386 101.11881046624833
2417 10GY 5.0 6 88.90314654893035 133.7334932410595 86.20317855655665
2418 10GY 5.0 8 72.64244256298711 137.11107786440328 70.2510190648838
2419 10GY 5.0 10 51.62045574116937 140.13677725039972 52.73693277807549
2420 10GY 5.0 12 3.8801252832115947 143.02660501537738 29.82937910049317
2431 2.5G 5.0 2 110.92180760739768 126.59317524783516 118.60894290386582
2432 2.5G 5.0 4 94.52264715746966 131.06487240082978 109.42864924214437
2433 2.5G 5.0 6 74.90567467393493 135.0883257791461 100.31188629546111
2434 2.5G 5.0 8 45.704606392757604 138.9003643559332 91.29286560402893
2447 5G 5.0 2 109.05088125727902 126.78459193560566 121.51842405945094
2448 5G 5.0 4 89.83312661291507 131.49549730132196 115.07305110816978
2449 5G 5.0 6 65.99216564655535 135.6151187419883 109.39793587736534
2450 5G 5.0 8 19.23476083546995 139.56784806908527 104.01785436625629
2463 7.5G 5.0 2 107.93204147372127 126.867095191576 123.49556342449257
2464 7.5G 5.0 4 86.98681892100193 131.6506785603647 119.22239302528008
2465 7.5G 5.0 6 60.34457464424184 135.77483716825267 115.71782448176583
2479 10G 5.0 2 106.91179045088329 126.88396330633867 125.81938331939723
2480 10G 5.0 4 84.34883569953885 131.71148370676758 123.61275970615083
2481 10G 5.0 6 55.59470498017144 135.75406004778532 121.89465059674512
2495 2.5BG 5.0 2 106.05784846335682 126.88053134373052 127.87407980327558
2496 2.5BG 5.0 4 82.5442628806684 131.62902917276878 127.69003289907553
2497 2.5BG 5.0 6 51.20012125344426 135.63107453177776 127.9489406418761
2511 5BG 5.0 2 105.20534353906196 126.7716646098714 130.87390726615115
2512 5BG 5.0 4 80.41091648824367 131.39943355788583 133.4980393289102
2513 5BG 5.0 6 45.46516253089073 135.32853770687316 136.17239648899337
2526 7.5BG 5.0 2 104.71352564270668 126.62956244598756 133.29564625991677
2527 7.5BG 5.0 4 79.97574991077168 131.00376031517325 137.9228656277494
2528 7.5BG 5.0 6 40.21532007194828 135.02702168584506 142.88891664762505
2539 10BG 5.0 2 105.32965475675742 126.2365481185902 135.5663678906464
2540 10BG 5.0 4 80.50624062204083 130.3596576159518 142.96323609200022
2541 10BG 5.0 6 38.88917073845327 134.22388953368431 150.8469628492314
2551 2.5B 5.0 2 106.48396962762246 125.7696558465092 137.27450458437812
2552 2.5B 5.0 4 82.10550068883481 129.6426199008927 146.84875056935547
2553 2.5B 5.0 6 43.04903196192141 133.20187958209368 156.74653841875488
2561 5B 5.0 2 108.27482839485923 125.15416615086852 138.82963650266555
2562 5B 5.0 4 85.70810023547867 128.62984064861195 150.0303408985262
2563 5B 5.0 6 53.26797145548221 131.5941136219546 162.14767862637532
2571 7.5B 5.0 2 110.28500638928384 124.51073072850902 140.01341196601814
2572 7.5B 5.0 4 91.02470701203475 127.27671240868693 152.85255170256912
2573 7.5B 5.0 6 65.39965672599013 129.70532500055512 165.81062817230318
2574 7.5B 5.0 8 2.230841051404245 131.99344443210225 179.02086414745253
2581 10B 5.0 2 113.09384711093553 123.64450131072167 141.14859804173733
2582 10B 5.0 4 97.20271905646369 125.78234325503242 154.56974373615287
2583 10B 5.0 6 77.30017658529603 127.65547138395179 168.1248751520247
2584 10B 5.0 8 44.787850902817674 129.53262764308465 181.97527800203125
2592 2.5PB 5.0 2 116.1039611099961 122.75574447691669 141.7432891828256
2593 2.5PB 5.0 4 104.16394172041313 124.08708225218791 155.42181155102247
2594 2.5PB 5.0 6 89.5433994710793 125.18573804418604 170.08754862005293
2595 2.5PB 5.0 8 70.3864793600858 126.24439396854679 184.21894586263483
2596 2.5PB 5.0 10 39.13282115548415 127.19676780105848 198.6456393501711
2604 5PB 5.0 2 119.5487024813521 121.74865612419867 141.98428050372053
2605 5PB 5.0 4 111.39811418761516 122.19201133805382 155.96524851880406
2606 5PB 5.0 6 101.24435154579643 122.5610112445365 170.80056634910147
2607 5PB 5.0 8 88.58501252336167 123.00924039443636 184.913187228351
2608 5PB 5.0 10 72.14675688338046 123.34454334265257 199.26262475920555
2609 5PB 5.0 12 45.932047367656565 123.72457289443932 213.80286568107417
2620 7.5PB 5.0 2 122.82944650847682 120.76730848237591 142.03960884595708
2621 7.5PB 5.0 4 118.97997715395351 120.10974615876461 155.72280041574385
2622 7.5PB 5.0 6 114.77668335318542 119.086750035347 170.6445772189036
2623 7.5PB 5.0 8 110.71865099623625 117.89110647969144 184.41713666104434
2624 7.5PB 5.0 10 105.5733253961708 116.81800817108582 197.46114943866922
2625 7.5PB 5.0 12 99.9676112078483 115.18276623778993 212.1290297660932
2626 7.5PB 5.0 14 93.22641436611778 113.42466402502312 226.6434586944999
2627 7.5PB 5.0 16 86.36120211192176 111.27736072855518 240.9089419613634
2637 10PB 5.0 2 125.91344033644721 119.8791864482153 141.49605756060043
2638 10PB 5.0 4 125.88658917657993 118.12331868430971 154.74133979240594
2639 10PB 5.0 6 126.15928526923139 115.86376451857645 168.97545170137144
2640 10PB 5.0 8 126.03910199058782 113.71691809022212 181.61028677475218
2641 10PB 5.0 10 126.78882654198324 111.08405096333043 193.8360579441994
2642 10PB 5.0 12 127.17920049256635 108.14160586003182 206.69095495044272
2643 10PB 5.0 14 127.77317341825479 104.73199472600747 219.68093591284097
2644 10PB 5.0 16 128.59486492891196 100.84180160696332 232.56773896797375
2645 10PB 5.0 18 130.47100502740074 96.68206563657525 243.42390493001113
2655 2.5P 5.0 2 128.51432088648642 119.16463370480811 140.51840825084287
2656 2.5P 5.0 4 131.36358136179166 116.52559806096222 153.12796990366385
2657 2.5P 5.0 6 134.43329810147608 113.55457708819463 165.43312219012367
2658 2.5P 5.0 8 138.18581741464402 110.02244513019325 177.5161782657845
2659 2.5P 5.0 10 141.6516081081703 106.51836983609553 188.10864346054927
2660 2.5P 5.0 12 145.94328002711856 102.12106477364274 199.32015686548607
2661 2.5P 5.0 14 150.17881885951266 97.4207987887568 209.7838601258849
2662 2.5P 5.0 16 154.6104607889193 91.97362221357126 220.4451321904354
2663 2.5P 5.0 18 158.85163817865978 86.13122408744434 230.4483019308029
2664 2.5P 5.0 20 163.77214179969863 78.53722482211523 241.43614992130924
2665 2.5P 5.0 22 168.733442283796 69.37332028583094 252.54358665817844
2674 5P 5.0 2 130.9533634622627 118.53283587875683 139.0843945885244
2675 5P 5.0 4 136.27730498215558 115.18833516900261 150.2130765346146
2676 5P 5.0 6 141.83871797096788 111.38309491520322 161.2386644459179
2677 5P 5.0 8 147.5623762360238 107.11921219177947 171.91757642073378
2678 5P 5.0 10 152.7828492622077 102.8071706694014 181.51660382416543
2679 5P 5.0 12 158.70525579714632 97.41856524392097 191.9381660228702
2680 5P 5.0 14 164.07955268031887 91.96620946320695 201.09206767541025
2681 5P 5.0 16 169.93170538155655 85.22863019213781 210.92317090937783
2682 5P 5.0 18 175.748264530917 77.55401388669448 220.32185198178743
2683 5P 5.0 20 181.624489768383 68.3348187982087 229.70289488518088
2684 5P 5.0 22 188.02006340728136 55.88594584878859 239.46552437857304
2685 5P 5.0 24 194.4304558168555 37.9156686285069 249.38398144422024
2694 7.5P 5.0 2 133.57382396570844 117.91709153868158 136.79000603223886
2695 7.5P 5.0 4 141.7709229065436 113.69097779136004 145.99880137283836
2696 7.5P 5.0 6 149.7254035016425 109.00284188307201 155.24985550520978
2697 7.5P 5.0 8 157.69888535711814 103.68470601871309 164.40481719460448
2698 7.5P 5.0 10 164.4809516740729 98.53239867025185 172.34272539246558
2699 7.5P 5.0 12 171.93637272083637 92.0555528052138 181.17739365507103
2700 7.5P 5.0 14 179.19842370283098 84.8775492208167 189.26778356999648
2701 7.5P 5.0 16 186.18699704464206 76.61186492180424 197.51194381425793
2702 7.5P 5.0 18 193.62924702193348 65.87578792277085 206.25432642536097
2703 7.5P 5.0 20 200.54502166885808 52.81080180519252 214.63087165996393
2704 7.5P 5.0 22 208.5803107631482 29.6910794203677 223.6661335868648
2714 10P 5.0 2 135.41327184218522 117.5007266429101 134.88492547684314
2715 10P 5.0 4 145.5981339247863 112.72933313290832 141.79011180197153
2716 10P 5.0 6 155.77729811636485 107.16948926399287 149.13965183149955
2717 10P 5.0 8 165.4761090405284 100.96067726242885 156.60000544012956
2718 10P 5.0 10 173.70510024477085 94.84216862421019 163.15920262088895
2719 10P 5.0 12 182.59989988109655 87.10446357658199 170.44915737933755
2720 10P 5.0 14 190.8032406572873 78.65028631709062 177.10235688650056
2721 10P 5.0 16 198.96105695534902 68.36399369465815 183.88180808734336
2722 10P 5.0 18 207.2024875060075 54.85194605491664 190.91923250626868
2723 10P 5.0 20 215.70190492357472 33.93429051448394 197.9973553554005
2734 2.5RP 5.0 2 137.33055109979222 117.08069854263327 132.62564299936727
2735 2.5RP 5.0 4 149.072876411889 111.86491413783065 137.33981627367666
2736 2.5RP 5.0 6 160.84485291285648 105.69193546200617 142.40754438204542
2737 2.5RP 5.0 8 172.45825405840498 98.44306313502891 147.73744448876394
2738 2.5RP 5.0 10 181.67802255477866 91.60998708338411 152.33905284171266
2739 2.5RP 5.0 12 191.89257155627845 82.5885365061859 157.59742194906133
2740 2.5RP 5.0 14 201.43564202101297 72.21681306734115 162.6048020319086
2741 2.5RP 5.0 16 210.31752237116794 59.856782950741334 167.4307514985178
2742 2.5RP 5.0 18 219.34747580147035 42.064961892266176 172.46517508574655
2743 2.5RP 5.0 20 228.29401869362897 1.1598944771032007 177.73608142036213
2752 5RP 5.0 2 139.04527992847483 116.79016348138249 129.72278901378812
2753 5RP 5.0 4 152.67945504463574 111.0389846735872 131.50255763496588
2754 5RP 5.0 6 165.80347090375687 104.38951106735058 133.4503238178707
2755 5RP 5.0 8 178.63309825986184 96.54304777187977 135.58273533960661
2756 5RP 5.0 10 189.26140371861968 88.67321670533721 137.76639432639197
2757 5RP 5.0 12 200.7450399290686 78.26961636887295 140.27747594319138
2758 5RP 5.0 14 210.76519982241925 66.71900306961555 142.75790091533463
2759 5RP 5.0 16 221.005820467619 50.6596076128085 145.50653680476537
2760 5RP 5.0 18 230.67393824684174 24.968884967154263 148.13708894182233
2768 7.5RP 5.0 2 140.17629922073027 116.60422752695719 127.65930375485853
2769 7.5RP 5.0 4 155.04072454379317 110.54716475323228 126.8352451940295
2770 7.5RP 5.0 6 168.8652456387554 103.65558406915233 126.50360265704849
2771 7.5RP 5.0 8 182.07557770740817 95.6221036343166 126.51705454070736
2772 7.5RP 5.0 10 193.16942375821205 87.43884883687035 126.66572779233515
2773 7.5RP 5.0 12 205.71812749656567 75.85098191658223 127.33953956840756
2774 7.5RP 5.0 14 215.52441071405252 64.15921018421953 128.0456733012322
2775 7.5RP 5.0 16 226.36188815321032 46.03072713729757 129.09136259012044
2776 7.5RP 5.0 18 236.30494466791424 12.073082828689262 130.35762048799018
2783 10RP 5.0 2 141.04363678321462 116.50062442970378 125.66870709035085
2784 10RP 5.0 4 156.64289722117934 110.30733358355543 122.61315019702099
2785 10RP 5.0 6 170.96734471709033 103.31425172494676 119.89696584679449
2786 10RP 5.0 8 184.4951151224023 95.22611414140269 117.41666957973442
2787 10RP 5.0 10 196.3651318696389 86.51123528363212 115.47351271019933
2788 10RP 5.0 12 209.2300882280629 74.57787469654991 113.65679336943191
2789 10RP 5.0 14 219.08754302940008 62.65341371385607 112.48648752805842
2790 10RP 5.0 16 230.6758246569016 42.36538886979591 111.29296728956908
2797 2.5R 5.0 2 141.6528552190972 116.44579426239632 124.06777186760714
2798 2.5R 5.0 4 157.81048514825676 110.17626802359277 118.96597806448237
2799 2.5R 5.0 6 172.46215261748617 103.17735463328239 113.87715883882152
2800 2.5R 5.0 8 185.89748859483902 95.30262703813143 109.07276273052373
2801 2.5R 5.0 10 198.53372656219585 86.13656905765681 104.77102886005484
2802 2.5R 5.0 12 211.26252223928248 74.40872969561546 100.5656484826142
2803 2.5R 5.0 14 221.29684748630484 62.34684505779316 97.33087543724629
2804 2.5R 5.0 16 232.74222234322878 42.370408801011315 94.02349801621517
2811 5R 5.0 2 142.2198754810642 116.44101754304239 122.11252487705674
2812 5R 5.0 4 159.09497103207946 110.05956570026184 114.46716767454613
2813 5R 5.0 6 173.62704825485363 103.27615335289741 106.90605860830918
2814 5R 5.0 8 187.06226628873603 95.574766772793 99.47772337178208
2815 5R 5.0 10 199.8556004637076 86.51786567397275 92.01706040825681
2816 5R 5.0 12 212.19138676942399 75.43230120431073 84.91994118852867
2817 5R 5.0 14 222.31164215593407 63.68990480572426 78.71624945217698
2818 5R 5.0 16 233.68161564587285 44.85864559306794 71.90326792898159
2819 5R 5.0 18 244.66117081717846 1.727236604346377 65.0443281904522
2825 7.5R 5.0 2 142.7205664924887 116.47075764770032 120.02064528197829
2826 7.5R 5.0 4 159.59263066047626 110.27042799702605 110.14573256766326
2827 7.5R 5.0 6 173.98569422305752 103.75756682812282 100.10148581017171
2828 7.5R 5.0 8 187.43976305658413 96.30538980971556 89.46491276396908
2829 7.5R 5.0 10 199.79025675219643 87.841555182442 79.17858192242302
2830 7.5R 5.0 12 211.59235846094342 77.72197779660092 68.64141025587847
2831 7.5R 5.0 14 221.72009964691523 66.7059254939215 58.07988845024396
2832 7.5R 5.0 16 232.17556449245075 51.237825275168014 46.03337601813107
2833 7.5R 5.0 18 241.4907851734957 28.758790256013395 34.26651755524493
2839 10R 5.0 2 143.1645295036605 116.57868245410583 117.32200947927332
2840 10R 5.0 4 159.36438448783795 110.93219775440012 104.44863748126802
2841 10R 5.0 6 173.61818213288532 104.78854137671742 91.03813595142384
2842 10R 5.0 8 186.41940364266077 98.04178156684503 77.02253638756626
2843 10R 5.0 10 197.94594760085155 90.69077684583483 61.58414368625725
2844 10R 5.0 12 208.2385721509601 82.72583330569253 44.01725901299381
2845 10R 5.0 14 216.45923546949507 75.02457081629802 24.17827102941166
2852 2.5YR 5.0 2 143.3032566749935 116.83619170155062 114.21100121105621
2853 2.5YR 5.0 4 158.22226649693908 111.90165442773294 99.61360857340613
2854 2.5YR 5.0 6 171.58585103887302 106.52233778450149 83.4216619048982
2855 2.5YR 5.0 8 183.35738208123556 100.80057425832123 65.81730091414603
2856 2.5YR 5.0 10 193.02635090057925 95.24854789081759 46.45763333912945
2857 2.5YR 5.0 12 200.25174736219176 90.5277798156887 21.327639608104906
2862 5YR 5.0 2 142.5891905138382 117.37367338382049 111.46754105261653
2863 5YR 5.0 4 156.2370742618561 113.28429128795088 93.85551435226098
2864 5YR 5.0 6 168.44169587518812 108.79891454524754 74.64660862771817
2865 5YR 5.0 8 178.39371783074677 104.45567286390101 54.04801829500162
2866 5YR 5.0 10 185.97952510310387 100.63700502505094 30.7271752839072
2871 7.5YR 5.0 2 141.43669195250607 118.00852994239843 109.31595955598829
2872 7.5YR 5.0 4 154.1061202810465 114.57142630444416 89.31398604474352
2873 7.5YR 5.0 6 164.84309976027762 111.03980021388607 67.4691853634028
2874 7.5YR 5.0 8 172.84973960300155 107.99464032788826 43.741278295027996
2875 7.5YR 5.0 10 178.36216338042215 105.67898895921672 9.645778032533205
2879 10YR 5.0 2 139.47851943068974 118.98171509070627 106.51457283548707
2880 10YR 5.0 4 150.46056172053304 116.47667415626645 84.13214045637564
2881 10YR 5.0 6 159.44350464511734 113.9917053355949 59.584571954105535
2882 10YR 5.0 8 165.79681646682138 111.95985104994428 32.399905611113674
2887 2.5Y 5.0 2 137.04535826636223 120.01799759998431 104.585871001877
2888 2.5Y 5.0 4 145.95016757278515 118.53397491097589 80.15734463985204
2889 2.5Y 5.0 6 153.18584868557298 117.00517911929126 52.97113963217198
2890 2.5Y 5.0 8 158.08649028780624 115.77150552862143 21.215422839773627
2894 5Y 5.0 2 133.66420963166564 121.28488007410775 103.33518353594596
2895 5Y 5.0 4 140.68623154178974 120.67526767856147 77.27578620188127
2896 5Y 5.0 6 146.47151565388793 119.86737183068797 48.26520747032482
2897 5Y 5.0 8 150.23056882126178 119.2122242335919 9.50017346876092
2901 7.5Y 5.0 2 131.42835973014897 122.03972614210174 103.16003712304305
2902 7.5Y 5.0 4 136.001669534811 122.36972164234521 76.33669702220996
2903 7.5Y 5.0 6 139.48099260748097 122.50699862225576 45.912854391368455
2908 10Y 6.0 2 155.49933282730754 148.83798997604814 128.4201368361647
2909 10Y 6.0 4 157.84326290735433 149.99199267637965 102.43761943439077
2910 10Y 6.0 6 159.80300410143153 150.8828722367516 73.11512054936499
2911 10Y 6.0 8 161.17467771476043 151.52626791033313 36.93967994532599
2916 2.5GY 6.0 2 151.86706480233576 149.8368760493206 129.86485118862288
2917 2.5GY 6.0 4 151.2519698903332 151.84733743592489 105.05047954871424
2918 2.5GY 6.0 6 150.5543115495969 153.50099798606877 77.84303129027855
2919 2.5GY 6.0 8 149.4258818635361 154.9459002075859 43.35118979080832
2924 5GY 6.0 2 148.67686289886552 150.62673833960784 131.74056053082867
2925 5GY 6.0 4 145.23775558836564 153.29993972571984 109.23476898592233
2926 5GY 6.0 6 141.19223024061034 155.7517556520556 85.1370688689445
2927 5GY 6.0 8 136.76318393057736 157.98585370673118 55.85330155440266
2928 5GY 6.0 10 132.76980363073585 159.731717967664 6.773282839651615
2933 7.5GY 6.0 2 143.38488793491092 151.78989669997114 135.69516667697624
2934 7.5GY 6.0 4 135.43540163836283 155.31534540943383 117.51155832655142
2935 7.5GY 6.0 6 127.0479400216931 158.51426677872166 98.22317955413872
2936 7.5GY 6.0 8 117.34969484250797 161.62563993742637 75.59388057730706
2937 7.5GY 6.0 10 107.44122029019569 164.27217483593552 49.9252420733029
2938 7.5GY 6.0 12 97.3473281726094 166.5222283868011 3.6968007645547267
2944 10GY 6.0 2 139.29149817401378 152.52849434408597 139.8413287686862
2945 10GY 6.0 4 127.53401469846779 156.63464239463974 125.2726896161267
2946 10GY 6.0 6 114.78677493727542 160.37622850616134 110.12981908947656
2947 10GY 6.0 8 99.74995898561998 163.9423938494449 93.87325754861223
2948 10GY 6.0 10 82.64733890812963 167.07610040651147 77.50184523858766
2949 10GY 6.0 12 59.95836770352465 170.02612183566868 58.69836205944963
2950 10GY 6.0 14 10.82104320778472 172.91291561860007 32.5967279751291
2960 2.5G 6.0 2 135.77641703145292 153.05811206293058 144.02033078225176
2961 2.5G 6.0 4 119.01787857918126 157.79269681085145 134.13485615117182
2962 2.5G 6.0 6 100.84382712178729 161.91013023889636 124.36686142458387
2963 2.5G 6.0 8 78.07025123669189 165.71728034806412 115.04307724268835
2964 2.5G 6.0 10 43.20643662830235 169.2721894801479 105.76983684210127
2977 5G 6.0 2 133.75469187496702 153.2331589316955 147.55956800344686
2978 5G 6.0 4 113.73068078843124 158.32003983340715 140.51961090055826
2979 5G 6.0 6 91.84779304534024 162.53895957830517 134.41305999728718
2980 5G 6.0 8 61.83797824768174 166.41568542500193 129.13134473617777
2994 7.5G 6.0 2 132.75648844558648 153.25377076728154 149.90286061866294
2995 7.5G 6.0 4 110.65422532473738 158.5198731816929 144.9453864785374
2996 7.5G 6.0 6 86.58753500729459 162.70998346989492 141.34083003670878
2997 7.5G 6.0 8 51.03128294128618 166.62025932733886 137.76088597593844
3011 10G 6.0 2 131.94510858475235 153.20907235692167 152.37093068189535
3012 10G 6.0 4 107.93615421914093 158.59804503628274 149.59005601160797
3013 10G 6.0 6 82.28860331828554 162.72904796493768 147.62037972427328
3014 10G 6.0 8 38.399495952661916 166.74551422022995 145.7379047454429
3028 2.5BG 6.0 2 131.02614067109855 153.2154570495291 154.53017530060697
3029 2.5BG 6.0 4 106.04110145039445 158.53684955960622 153.8242392190703
3030 2.5BG 6.0 6 78.14786825384635 162.68631231718084 153.66944289855604
3031 2.5BG 6.0 8 18.907867859473438 166.78350391771022 154.0704538666068
3044 5BG 6.0 2 130.42261425675463 153.06419522417292 157.4124931747863
3045 5BG 6.0 4 104.77410811799439 158.1718707548426 159.74648248927483
3046 5BG 6.0 6 72.72411569513096 162.46399232737133 162.3471952261936
3059 7.5BG 6.0 2 130.37182223234302 152.79368119350642 160.08289016575924
3060 7.5BG 6.0 4 103.95672931638572 157.77466361807754 164.922842994597
3061 7.5BG 6.0 6 70.43419031927634 161.95122050714903 169.65827311217768
3072 10BG 6.0 2 131.05253809541782 152.39553437227676 162.22529024557693
3073 10BG 6.0 4 105.30543501847643 157.0066261949888 169.76005885444513
3074 10BG 6.0 6 69.92850628724818 161.16064531864984 177.2865635715658
3084 2.5B 6.0 2 132.47095821270895 151.85402479120776 163.94992163477966
3085 2.5B 6.0 4 108.04330419690116 156.1017604726233 173.31167909865607
3086 2.5B 6.0 6 73.27807577422178 160.06425074152418 183.50254954200463
3095 5B 6.0 2 134.70700969514468 151.11720112522295 165.46686825829698
3096 5B 6.0 4 112.68531308876561 154.81358819987676 176.65578632243415
3097 5B 6.0 6 82.44047352187314 158.2535772216461 189.06945223893132
3098 5B 6.0 8 24.89289173499962 161.26582680977356 201.55003828186432
3105 7.5B 6.0 2 137.03836777424794 150.39117862066257 166.5085815773566
3106 7.5B 6.0 4 118.41526836756434 153.329804669228 179.1292816585263
3107 7.5B 6.0 6 93.4047229748867 156.1863596834105 192.84305112620578
3108 7.5B 6.0 8 57.45901691514954 158.64048167350956 206.38238933203147
3116 10B 6.0 2 139.7707508045078 149.55319743197765 167.41307471941371
3117 10B 6.0 4 124.5561890514493 151.7791833498774 180.5972574906417
3118 10B 6.0 6 104.420028639006 154.0089682986223 195.18943021615826
3119 10B 6.0 8 78.5924787518785 155.9494557838033 209.4595234095345
3120 10B 6.0 10 31.150673517535974 157.8073553917785 223.39960751000123
3128 2.5PB 6.0 2 143.10070456433627 148.5642756235168 167.95147863817925
3129 2.5PB 6.0 4 131.52682098404318 149.9687155555097 181.60329526900745
3130 2.5PB 6.0 6 116.724404294974 151.34237662524595 196.85800261522155
3131 2.5PB 6.0 8 99.86215046122622 152.41182694474776 211.71742378160457
3132 2.5PB 6.0 10 76.08808039760916 153.5687470406752 226.5604574277753
3133 2.5PB 6.0 12 20.864937088901133 154.870973606862 243.03558311225746
3140 5PB 6.0 2 146.0058920921752 147.71037652519885 168.0940256716114
3141 5PB 6.0 4 138.01736835401422 148.21545103827765 182.03844606409706
3142 5PB 6.0 6 127.67516557459615 148.67370233218347 197.9590874934092
3143 5PB 6.0 8 116.26725464619722 149.04750090988585 212.71882806659136
3144 5PB 6.0 10 101.42274708532146 149.58244342200211 227.25623058801676
3145 5PB 6.0 12 78.47584054174762 150.15116499442803 243.97483075471604
3153 7.5PB 6.0 2 149.46997990327446 146.66054635574272 168.22062112112795
3154 7.5PB 6.0 4 145.59168754434862 146.0439831013749 182.2140059351447
3155 7.5PB 6.0 6 141.1266589220843 145.1590673386415 197.58097786369405
3156 7.5PB 6.0 8 136.6126003199976 144.28199919524204 211.2043708576493
3157 7.5PB 6.0 10 131.57241072061163 143.19821068680406 225.3520372785299
3158 7.5PB 6.0 12 124.72299332559861 141.79655970297733 241.92613779004844
3166 10PB 6.0 2 152.3449926274726 145.83709075570226 167.67222773486125
3167 10PB 6.0 4 151.85727447713708 144.2540950676039 181.239198819815
3168 10PB 6.0 6 151.48094446288613 142.31765830293654 195.55135932733103
3169 10PB 6.0 8 151.21740607938162 140.3387259329386 208.43953089098147
3170 10PB 6.0 10 151.2797944091448 137.94538453882325 221.81000038503535
3171 10PB 6.0 12 151.11753110282882 135.09914728341113 236.4945389994565
3172 10PB 6.0 14 151.12560242541434 131.94803286796568 250.78200282911018
3180 2.5P 6.0 2 154.70153479229188 145.1475343486628 167.1693541666193
3181 2.5P 6.0 4 157.32515570455595 142.73391037426023 179.2619983694306
3182 2.5P 6.0 6 160.17803296301082 139.82708038184586 192.62682011679382
3183 2.5P 6.0 8 163.38392078410163 136.7196840546174 204.68067439103007
3184 2.5P 6.0 10 166.88961245383805 133.18639758942018 216.84285005194104
3185 2.5P 6.0 12 170.93667758325802 129.1744797240407 228.58232577457815
3186 2.5P 6.0 14 175.0544053302227 124.68985087816085 240.51746732176525
3187 2.5P 6.0 16 180.5447358467474 118.87011463383496 253.12102814477578
3196 5P 6.0 2 157.12436933760736 144.48021402408355 166.14130639671257
3197 5P 6.0 4 162.1699484037256 141.37910528992677 176.8998130229864
3198 5P 6.0 6 167.75631416853798 137.65865995657876 188.53577609305236
3199 5P 6.0 8 172.83710191823434 133.95769007621567 199.0765024576254
3200 5P 6.0 10 178.42574068345897 129.5985174201948 210.08060484213075
3201 5P 6.0 12 184.09545662410295 124.94681575739368 220.15122816307675
3202 5P 6.0 14 190.31502880626502 119.28760737941256 231.20732664392588
3203 5P 6.0 16 196.25934891117583 113.20824327480098 241.8844275889428
3204 5P 6.0 18 202.0641012997923 106.5653496103546 252.19610363449112
3214 7.5P 6.0 2 160.40383712876405 143.6700606512213 163.69437169427755
3215 7.5P 6.0 4 167.999389770492 139.90367172947856 171.99864293623273
3216 7.5P 6.0 6 176.53166882379247 135.13446133026213 181.9080914438025
3217 7.5P 6.0 8 184.19958501311282 130.42913701012566 190.4318522801702
3218 7.5P 6.0 10 192.20698227927068 124.87730704982773 199.8177858616934
3219 7.5P 6.0 12 199.72194314065698 119.15007634860329 208.1367160638412
3220 7.5P 6.0 14 207.35619919613876 112.52849401936011 216.9900309702368
3221 7.5P 6.0 16 215.14962278626513 104.89429968203146 225.79889290806938
3222 7.5P 6.0 18 222.45776050014652 96.61266015007521 234.1886568346694
3223 7.5P 6.0 20 231.74106926962588 83.9818475182656 244.81033863354156
3224 7.5P 6.0 22 240.20680885678357 69.1204998462318 254.67000301778083
3232 10P 6.0 2 162.24040333503638 143.27709791016505 161.65811917108297
3233 10P 6.0 4 171.65536036792435 138.97032459291566 168.42331654753514
3234 10P 6.0 6 182.48276469070925 133.46291044630394 175.7642614922881
3235 10P 6.0 8 191.6328978990032 128.1437954627311 182.46970862053809
3236 10P 6.0 10 201.32693334527454 121.7854700460574 189.64156767279044
3237 10P 6.0 12 210.27375711302622 115.07765936614973 196.54368681596986
3238 10P 6.0 14 219.96692671721055 106.69752631498606 204.1842076519698
3239 10P 6.0 16 228.49906734005776 98.03980548086227 211.19352910677364
3240 10P 6.0 18 236.70828931447156 88.18897744368076 218.08779117696193
3241 10P 6.0 20 246.57450137854823 73.44561815482473 226.35861959839372
3250 2.5RP 6.0 2 164.0179124953394 142.92623106816356 159.3137371784404
3251 2.5RP 6.0 4 175.47640166867723 138.07007449497704 163.5769004691899
3252 2.5RP 6.0 6 187.8365831444658 132.04488506878758 168.50542004209953
3253 2.5RP 6.0 8 198.33368137155952 126.16652635458914 172.96779151202597
3254 2.5RP 6.0 10 208.72359290136595 119.51172055384839 177.65708247181445
3255 2.5RP 6.0 12 219.72042287280252 111.34145074621502 182.92657220225047
3256 2.5RP 6.0 14 230.29749584710436 102.13079696554486 187.99749026590754
3257 2.5RP 6.0 16 240.7573010997011 91.17579452767143 193.24369658196798
3258 2.5RP 6.0 18 250.17506990930278 78.95265097648506 198.27746448477117
3268 5RP 6.0 2 165.57090914762907 142.68482666191866 156.58600338592288
3269 5RP 6.0 4 178.94909063980506 137.3457853913507 157.8633526478404
3270 5RP 6.0 6 193.04901815668597 130.73437648521633 159.65918662985845
